c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
c,,,,,,,,,,,,Dc,,c,c,,,,,,,,,,,,Dy,,c
c,,,,,,,,,,c,c,c,,c,c,,,,,,,,,,c,c,c,,c
c,,,,,,,,,,,,c,,c,c,,,,,,,,,,,,c,,c
c,Or,,,,,,,c,c,,,c,,c,c,Ob,,,,,,,c,c,,,c,,c
c,,,,,,,,,,,,c,,c,c,,,,,,,,,,,,c,,c
c,,,,,,c,c,,,,,c,,c,c,,,,,,c,c,,,,,c,,c
c,,,,,,,,,,,,c,,c,c,,,,,,,,,,,,c,,c
c,Pb,,,,,,,,,,Bg,c,Eb,c,c,Pr,,,,,,,,,,Bm,c,Er,c
c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c
c,,,,,,,,,,,,Dg,,c,c,,,,,,,,,,,,Dm,,c
c,,,,,,,,,,c,c,c,,c,c,,,,,,,,,,c,c,c,,c
c,,,,,,,,,,,,c,,c,c,,,,,,,,,,,,c,,c
c,Ob,,,,,,,c,c,,,c,,c,c,Or,,,,,,,c,c,,,c,,c
c,,,,,,,,,,,,c,,c,c,,,,,,,,,,,,c,,c
c,,,,,,c,c,,,,,c,,c,c,,,,,,c,c,,,,,c,,c
c,,,,,,,,,,,,c,,c,c,,,,,,,,,,,,c,,c
c,Pr,,,,,,,,,,Lc,c,Er,c,c,Pb,,,,,,,,,,Ly,c,Eb,c
i,i,i,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,c,i,i
i,i,i,,,,,,,,,,,,,,,,,,,,,,,,,,i,i
